entry_year,trades,wins,losses,win_rate,net_pnl,avg_profit,avg_loss,profit_factor,avg_hold_min,avg_trade_pnl
2020,35,21,14,60.0,33559.08,1748.62,225.85,11.61,894.9,958.83
