entry_month,trades,wins,losses,win_rate,net_pnl,avg_profit,avg_loss,profit_factor,avg_hold_min,avg_trade_pnl
2020-02,8,5,3,62.5,10016.47,2042.8,65.84,51.71,811.9,1252.06
2020-05,9,6,3,66.7,8761.39,1794.61,668.76,5.37,658.3,973.49
2020-06,4,3,1,75.0,5166.26,1789.38,201.87,26.59,1053.8,1291.57
2020-04,4,3,1,75.0,4942.23,1673.43,78.07,64.31,693.8,1235.56
2020-01,8,3,5,37.5,2634.84,1081.35,121.84,5.33,1333.1,329.35
2020-03,2,1,1,50.0,2037.89,2106.84,68.95,30.56,622.5,1018.95
